Aerodrome and ground aids related event (Aerodrome & ground aids)@#@5000000
Aerodrome security (Aerodrome security )@#@5070000
Sabotage (Sabotage)@#@5070200
Unlawful entry (Unlawful entry)@#@5070100
Other aerodrome security related event (Other aerodrome security related event)@#@5079800
Aerodrome services/operations related event (Aerodrome services / operations)@#@5030000
Aerodrome apron management service related event (Apron management)@#@5030100
Foreign object control/removal (FOD) (Foreign object control)@#@5030400
Aerodrome maintenance related event (Maintenance)@#@5030300
Aerodrome snow/ice removal related event (Snow/ice removal)@#@5030200
Vehicle/equipment operations (Vehicle/equipment operations)@#@5030700
A standing or parked aircraft was struck/damaged by a vehicle/equipment (Aircraft  struck/damaged by vehicle)@#@5030704
Collision of a vehicle or moveable equipment with another object / obstacle (Vehicle - object  collision)@#@5030703
Collision of a vehicle/moveable equipment with a person (Vehicle - person collision)@#@5030702
Collision of a vehicle with an another vehicle or moveable equipment (Vehicle - vehicle  collision)@#@5030701
Wildlife control (Wildlife control)@#@5030600
Bird control (Bird control)@#@5030500
Aerodrome systems related event (Aerodrome systems)@#@5020000
Aerodrome back-up power system related event (Back-up power )@#@5020200
Aerodrome lighting systems related event (Lighting)@#@5020100
Aerodrome approach lighting related event (Aerodrome approach lighting)@#@5020101
Aerodrome apron lighting related event (Apron lighting)@#@5020104
Aerodrome runway lighting related event (Runway lighting)@#@5020102
Aerodrome taxiway lighting related event (Taxiway lighting)@#@5020103
Aerodrome main power system related event (Main power)@#@5020800
Aerodrome markings related event (Markings)@#@5020400
Aerodrome apron marking related event (Apron marking)@#@5020403
Aerodrome obstacle marking related event (Obstacle marking)@#@5020404
Aerodrome runway marking related event (Runway marking)@#@5020401
Aerodrome taxiway marking related event (Taxiway marking)@#@5020402
Aerodrome overrun catch equipment related event (Overrun catch equipment)@#@5020500
Aerodrome signs related event (Signs)@#@5020300
Winch-launch equipment (Winch-launch equipment)@#@5020700
Winch failed (Winch failed)@#@5020701
Winch-launch cable broke (Winch-launch cable broke)@#@5020702
Other winch-launch equipment related event (Other winch-launch equipment related event)@#@5020798
Event related to other aerodrome equipment (Other equipment)@#@5020600
Cargo related (Cargo related)@#@5060000
Cargo acceptance (Cargo acceptance)@#@5060200
Cargo handling (Cargo handling)@#@5060100
Cargo labelling (Cargo labelling)@#@5060400
Cargo loading/unloading (Cargo loading/unloading)@#@5060700
Cargo moving (Cargo moving)@#@5060600
Cargo packaging (Cargo packaging)@#@5060500
Cargo security check (Cargo security check)@#@5060800
Cargo stowage (Cargo stowage)@#@5060900
Cargo weighting (Cargo weighting)@#@5060300
Aerodrome functioning or layout related event (Functioning/layout generally)@#@5040000
Aerodrome function related event (Aerodrome functioning)@#@5040200
Aerodrome layout related event (Aerodrome layout)@#@5040100
Ground aids related event (Ground aids generally)@#@5010000
Aerodrome approach systems related event (Aerodrome approach systems)@#@5010100
Global positioning system related event (Global positioning system (GPS))@#@5010102
Distance measuring equipment related event (Distance measuring equipment (DME))@#@5010105
Instrument landing system related event (Instrument landing system (ILS))@#@5010101
Marker beacon related event (Marker beacon)@#@5010103
Microwave landing systems related event (Microwave landing systems (MLS))@#@5010108
Non-directional beacon related event (Non-directional beacon (NDB))@#@5010104
Precision approach path indicator related event (Precision approach path indicator (PAPI))@#@5010107
Precision approach radar related event (Precision approach radar (PAR))@#@5010109
VHF Omni-directional radio Range related event (VHF Omni-directional radio Range (VOR))@#@5010106
Visual approach slope indicator related event (Visual approach slope indicator (VASI))@#@5010110
Ground handling services (Ground handling services)@#@5050000
De-icing (De-icing )@#@5050200
Line maintenance (Line maintenance)@#@5050100
Loading (Loading)@#@5050300
Loading of baggage (Loading of baggage)@#@5050301
Loading of cargo (Loading of cargo)@#@5050302
Loading - other (Loading - other)@#@5050303
Servicing (Servicing)@#@5050400
Catering (Catering)@#@5050402
Fuelling (Fuelling)@#@5050401
Fluid servicing (Fluid servicing)@#@5050403
Servicing - other (Servicing - other)@#@5050404
Air Navigation Services related event (Air Navigation Services)@#@4000000
Aeronautical Information Service related event (Aeronautical Info Service)@#@4020000
Aeronautical Information Service out of date information provided (Out of date information)@#@4020100
Aeronautical Information Service up to date but users have different data (Data difference)@#@4020200
Aeronautical Information Service erroneous data (Erroneous data)@#@4020300
Flight crew and Air Traffic Management using different data (Flight crew & ATM data)@#@4020400
Air Traffic Flow Management related event (ATFM)@#@4030000
Airspace management related event (Airspace management)@#@4040000
Air Traffic Management/Communication, Navigation and Surveillance serviceability related event  (ATM/CNS serviceability)@#@4050000
Inability to provide air traffic management (Failure of ATM)@#@4050100
Inability to provide Air Traffic Services (Failure Air Traffic Services)@#@4050101
Inability to provide AirSpace Management services (Failure ASM)@#@4050102
Inability to provide Air Traffic Flow Management services (Failure ATFM)@#@4050103
Air Traffic Management/Communication, Navigation and Surveillance failure of communication  (Failure of communication)@#@4050200
Failure of data processing (Failure of data processing)@#@4050400
Failure to provide navigation (Failure to provide navigation)@#@4050600
Failure of support information (Failure of support information)@#@4050500
Failure of surveillance (Failure of surveillance)@#@4050300
Failure of the power supply (Failure of the power supply)@#@4050700
Air Traffic Management emergency/security situation (ATM emergency/security situation)@#@4060000
Bomb threat to an Air Traffic Management facility (Bomb threat)@#@4060300
Fire in an Air Traffic Management facility (Fire-ATM facility)@#@4060100
Sabotage of an Air Traffic Management facility (Sabotage-ATM facility)@#@4060500
Smoke in an Air Traffic Management facility (Smoke-ATM facility)@#@4060400
Unlawful interference with an Air Traffic Management facility (Unlawful interference)@#@4060200
Other emergency or security event (Other event)@#@4060600
Events affecting Air Traffic Management operations (Events affecting ATM)@#@4070000
